,geometry
10572,"POLYGON ((4.948998479927462 52.336245802266404, 4.948998479927462 52.33804760406821, 4.951946209011931 52.33804760406821, 4.951946209011931 52.336245802266404, 4.948998479927462 52.336245802266404))"
10573,"POLYGON ((4.948998479927462 52.33804760406821, 4.948998479927462 52.33984940587001, 4.951946209011931 52.33984940587001, 4.951946209011931 52.33804760406821, 4.948998479927462 52.33804760406821))"
10574,"POLYGON ((4.948998479927462 52.33984940587001, 4.948998479927462 52.341651207671816, 4.951946209011931 52.341651207671816, 4.951946209011931 52.33984940587001, 4.948998479927462 52.33984940587001))"
10575,"POLYGON ((4.948998479927462 52.341651207671816, 4.948998479927462 52.34345300947362, 4.951946209011931 52.34345300947362, 4.951946209011931 52.341651207671816, 4.948998479927462 52.341651207671816))"
10576,"POLYGON ((4.948998479927462 52.34345300947362, 4.948998479927462 52.345254811275424, 4.951946209011931 52.345254811275424, 4.951946209011931 52.34345300947362, 4.948998479927462 52.34345300947362))"
10577,"POLYGON ((4.948998479927462 52.345254811275424, 4.948998479927462 52.34705661307723, 4.951946209011931 52.34705661307723, 4.951946209011931 52.345254811275424, 4.948998479927462 52.345254811275424))"
10578,"POLYGON ((4.948998479927462 52.34705661307723, 4.948998479927462 52.34885841487903, 4.951946209011931 52.34885841487903, 4.951946209011931 52.34705661307723, 4.948998479927462 52.34705661307723))"
10579,"POLYGON ((4.948998479927462 52.34885841487903, 4.948998479927462 52.350660216680836, 4.951946209011931 52.350660216680836, 4.951946209011931 52.34885841487903, 4.948998479927462 52.34885841487903))"
10580,"POLYGON ((4.948998479927462 52.350660216680836, 4.948998479927462 52.35246201848264, 4.951946209011931 52.35246201848264, 4.951946209011931 52.350660216680836, 4.948998479927462 52.350660216680836))"
10581,"POLYGON ((4.948998479927462 52.35246201848264, 4.948998479927462 52.354263820284444, 4.951946209011931 52.354263820284444, 4.951946209011931 52.35246201848264, 4.948998479927462 52.35246201848264))"
10582,"POLYGON ((4.948998479927462 52.354263820284444, 4.948998479927462 52.35606562208625, 4.951946209011931 52.35606562208625, 4.951946209011931 52.354263820284444, 4.948998479927462 52.354263820284444))"
10583,"POLYGON ((4.948998479927462 52.35606562208625, 4.948998479927462 52.35786742388805, 4.951946209011931 52.35786742388805, 4.951946209011931 52.35606562208625, 4.948998479927462 52.35606562208625))"
10584,"POLYGON ((4.948998479927462 52.35786742388805, 4.948998479927462 52.359669225689856, 4.951946209011931 52.359669225689856, 4.951946209011931 52.35786742388805, 4.948998479927462 52.35786742388805))"
10585,"POLYGON ((4.948998479927462 52.359669225689856, 4.948998479927462 52.36147102749166, 4.951946209011931 52.36147102749166, 4.951946209011931 52.359669225689856, 4.948998479927462 52.359669225689856))"
10586,"POLYGON ((4.948998479927462 52.36147102749166, 4.948998479927462 52.363272829293464, 4.951946209011931 52.363272829293464, 4.951946209011931 52.36147102749166, 4.948998479927462 52.36147102749166))"
10587,"POLYGON ((4.948998479927462 52.363272829293464, 4.948998479927462 52.36507463109527, 4.951946209011931 52.36507463109527, 4.951946209011931 52.363272829293464, 4.948998479927462 52.363272829293464))"
10588,"POLYGON ((4.948998479927462 52.36507463109527, 4.948998479927462 52.36687643289707, 4.951946209011931 52.36687643289707, 4.951946209011931 52.36507463109527, 4.948998479927462 52.36507463109527))"
10589,"POLYGON ((4.948998479927462 52.36687643289707, 4.948998479927462 52.368678234698876, 4.951946209011931 52.368678234698876, 4.951946209011931 52.36687643289707, 4.948998479927462 52.36687643289707))"
10590,"POLYGON ((4.948998479927462 52.368678234698876, 4.948998479927462 52.37048003650068, 4.951946209011931 52.37048003650068, 4.951946209011931 52.368678234698876, 4.948998479927462 52.368678234698876))"
10591,"POLYGON ((4.948998479927462 52.37048003650068, 4.948998479927462 52.372281838302484, 4.951946209011931 52.372281838302484, 4.951946209011931 52.37048003650068, 4.948998479927462 52.37048003650068))"
10592,"POLYGON ((4.948998479927462 52.372281838302484, 4.948998479927462 52.37408364010429, 4.951946209011931 52.37408364010429, 4.951946209011931 52.372281838302484, 4.948998479927462 52.372281838302484))"
10593,"POLYGON ((4.948998479927462 52.37408364010429, 4.948998479927462 52.37588544190609, 4.951946209011931 52.37588544190609, 4.951946209011931 52.37408364010429, 4.948998479927462 52.37408364010429))"
10594,"POLYGON ((4.948998479927462 52.37588544190609, 4.948998479927462 52.377687243707896, 4.951946209011931 52.377687243707896, 4.951946209011931 52.37588544190609, 4.948998479927462 52.37588544190609))"
10595,"POLYGON ((4.948998479927462 52.377687243707896, 4.948998479927462 52.3794890455097, 4.951946209011931 52.3794890455097, 4.951946209011931 52.377687243707896, 4.948998479927462 52.377687243707896))"
10596,"POLYGON ((4.948998479927462 52.3794890455097, 4.948998479927462 52.381290847311504, 4.951946209011931 52.381290847311504, 4.951946209011931 52.3794890455097, 4.948998479927462 52.3794890455097))"
10597,"POLYGON ((4.948998479927462 52.381290847311504, 4.948998479927462 52.38309264911331, 4.951946209011931 52.38309264911331, 4.951946209011931 52.381290847311504, 4.948998479927462 52.381290847311504))"
10598,"POLYGON ((4.948998479927462 52.38309264911331, 4.948998479927462 52.38489445091511, 4.951946209011931 52.38489445091511, 4.951946209011931 52.38309264911331, 4.948998479927462 52.38309264911331))"
10599,"POLYGON ((4.948998479927462 52.38489445091511, 4.948998479927462 52.386696252716916, 4.951946209011931 52.386696252716916, 4.951946209011931 52.38489445091511, 4.948998479927462 52.38489445091511))"
10600,"POLYGON ((4.948998479927462 52.386696252716916, 4.948998479927462 52.38849805451872, 4.951946209011931 52.38849805451872, 4.951946209011931 52.386696252716916, 4.948998479927462 52.386696252716916))"
10601,"POLYGON ((4.948998479927462 52.38849805451872, 4.948998479927462 52.390299856320524, 4.951946209011931 52.390299856320524, 4.951946209011931 52.38849805451872, 4.948998479927462 52.38849805451872))"
10602,"POLYGON ((4.948998479927462 52.390299856320524, 4.948998479927462 52.39210165812233, 4.951946209011931 52.39210165812233, 4.951946209011931 52.390299856320524, 4.948998479927462 52.390299856320524))"
10603,"POLYGON ((4.948998479927462 52.39210165812233, 4.948998479927462 52.39390345992413, 4.951946209011931 52.39390345992413, 4.951946209011931 52.39210165812233, 4.948998479927462 52.39210165812233))"
10604,"POLYGON ((4.948998479927462 52.39390345992413, 4.948998479927462 52.39570526172594, 4.951946209011931 52.39570526172594, 4.951946209011931 52.39390345992413, 4.948998479927462 52.39390345992413))"
10605,"POLYGON ((4.948998479927462 52.39570526172594, 4.948998479927462 52.39750706352774, 4.951946209011931 52.39750706352774, 4.951946209011931 52.39570526172594, 4.948998479927462 52.39570526172594))"
10606,"POLYGON ((4.948998479927462 52.39750706352774, 4.948998479927462 52.399308865329544, 4.951946209011931 52.399308865329544, 4.951946209011931 52.39750706352774, 4.948998479927462 52.39750706352774))"
10607,"POLYGON ((4.948998479927462 52.399308865329544, 4.948998479927462 52.40111066713135, 4.951946209011931 52.40111066713135, 4.951946209011931 52.399308865329544, 4.948998479927462 52.399308865329544))"
10608,"POLYGON ((4.948998479927462 52.40111066713135, 4.948998479927462 52.40291246893315, 4.951946209011931 52.40291246893315, 4.951946209011931 52.40111066713135, 4.948998479927462 52.40111066713135))"
10609,"POLYGON ((4.948998479927462 52.40291246893315, 4.948998479927462 52.40471427073496, 4.951946209011931 52.40471427073496, 4.951946209011931 52.40291246893315, 4.948998479927462 52.40291246893315))"
10610,"POLYGON ((4.948998479927462 52.40471427073496, 4.948998479927462 52.40651607253676, 4.951946209011931 52.40651607253676, 4.951946209011931 52.40471427073496, 4.948998479927462 52.40471427073496))"
10611,"POLYGON ((4.948998479927462 52.40651607253676, 4.948998479927462 52.408317874338564, 4.951946209011931 52.408317874338564, 4.951946209011931 52.40651607253676, 4.948998479927462 52.40651607253676))"
10612,"POLYGON ((4.948998479927462 52.408317874338564, 4.948998479927462 52.41011967614037, 4.951946209011931 52.41011967614037, 4.951946209011931 52.408317874338564, 4.948998479927462 52.408317874338564))"
10613,"POLYGON ((4.948998479927462 52.41011967614037, 4.948998479927462 52.41192147794217, 4.951946209011931 52.41192147794217, 4.951946209011931 52.41011967614037, 4.948998479927462 52.41011967614037))"
10614,"POLYGON ((4.948998479927462 52.41192147794217, 4.948998479927462 52.41372327974398, 4.951946209011931 52.41372327974398, 4.951946209011931 52.41192147794217, 4.948998479927462 52.41192147794217))"
10615,"POLYGON ((4.948998479927462 52.41372327974398, 4.948998479927462 52.41552508154578, 4.951946209011931 52.41552508154578, 4.951946209011931 52.41372327974398, 4.948998479927462 52.41372327974398))"
10616,"POLYGON ((4.948998479927462 52.41552508154578, 4.948998479927462 52.417326883347584, 4.951946209011931 52.417326883347584, 4.951946209011931 52.41552508154578, 4.948998479927462 52.41552508154578))"
10617,"POLYGON ((4.948998479927462 52.417326883347584, 4.948998479927462 52.41912868514939, 4.951946209011931 52.41912868514939, 4.951946209011931 52.417326883347584, 4.948998479927462 52.417326883347584))"
10618,"POLYGON ((4.948998479927462 52.41912868514939, 4.948998479927462 52.42093048695119, 4.951946209011931 52.42093048695119, 4.951946209011931 52.41912868514939, 4.948998479927462 52.41912868514939))"
10619,"POLYGON ((4.948998479927462 52.42093048695119, 4.948998479927462 52.422732288753, 4.951946209011931 52.422732288753, 4.951946209011931 52.42093048695119, 4.948998479927462 52.42093048695119))"
10620,"POLYGON ((4.948998479927462 52.422732288753, 4.948998479927462 52.4245340905548, 4.951946209011931 52.4245340905548, 4.951946209011931 52.422732288753, 4.948998479927462 52.422732288753))"
10621,"POLYGON ((4.948998479927462 52.4245340905548, 4.948998479927462 52.426335892356605, 4.951946209011931 52.426335892356605, 4.951946209011931 52.4245340905548, 4.948998479927462 52.4245340905548))"
10622,"POLYGON ((4.948998479927462 52.426335892356605, 4.948998479927462 52.42813769415841, 4.951946209011931 52.42813769415841, 4.951946209011931 52.426335892356605, 4.948998479927462 52.426335892356605))"
10623,"POLYGON ((4.948998479927462 52.42813769415841, 4.948998479927462 52.42993949596021, 4.951946209011931 52.42993949596021, 4.951946209011931 52.42813769415841, 4.948998479927462 52.42813769415841))"
10624,"POLYGON ((4.948998479927462 52.42993949596021, 4.948998479927462 52.43174129776202, 4.951946209011931 52.43174129776202, 4.951946209011931 52.42993949596021, 4.948998479927462 52.42993949596021))"
10625,"POLYGON ((4.951946209011931 52.206516072536516, 4.951946209011931 52.20831787433832, 4.9548939380964 52.20831787433832, 4.9548939380964 52.206516072536516, 4.951946209011931 52.206516072536516))"
10626,"POLYGON ((4.951946209011931 52.20831787433832, 4.951946209011931 52.210119676140124, 4.9548939380964 52.210119676140124, 4.9548939380964 52.20831787433832, 4.951946209011931 52.20831787433832))"
10627,"POLYGON ((4.951946209011931 52.210119676140124, 4.951946209011931 52.21192147794193, 4.9548939380964 52.21192147794193, 4.9548939380964 52.210119676140124, 4.951946209011931 52.210119676140124))"
10628,"POLYGON ((4.951946209011931 52.21192147794193, 4.951946209011931 52.21372327974373, 4.9548939380964 52.21372327974373, 4.9548939380964 52.21192147794193, 4.951946209011931 52.21192147794193))"
10629,"POLYGON ((4.951946209011931 52.21372327974373, 4.951946209011931 52.215525081545536, 4.9548939380964 52.215525081545536, 4.9548939380964 52.21372327974373, 4.951946209011931 52.21372327974373))"
10630,"POLYGON ((4.951946209011931 52.215525081545536, 4.951946209011931 52.21732688334734, 4.9548939380964 52.21732688334734, 4.9548939380964 52.215525081545536, 4.951946209011931 52.215525081545536))"
10631,"POLYGON ((4.951946209011931 52.21732688334734, 4.951946209011931 52.219128685149144, 4.9548939380964 52.219128685149144, 4.9548939380964 52.21732688334734, 4.951946209011931 52.21732688334734))"
10632,"POLYGON ((4.951946209011931 52.219128685149144, 4.951946209011931 52.22093048695095, 4.9548939380964 52.22093048695095, 4.9548939380964 52.219128685149144, 4.951946209011931 52.219128685149144))"
10633,"POLYGON ((4.951946209011931 52.22093048695095, 4.951946209011931 52.22273228875275, 4.9548939380964 52.22273228875275, 4.9548939380964 52.22093048695095, 4.951946209011931 52.22093048695095))"
10634,"POLYGON ((4.951946209011931 52.22273228875275, 4.951946209011931 52.224534090554556, 4.9548939380964 52.224534090554556, 4.9548939380964 52.22273228875275, 4.951946209011931 52.22273228875275))"
10635,"POLYGON ((4.951946209011931 52.224534090554556, 4.951946209011931 52.22633589235636, 4.9548939380964 52.22633589235636, 4.9548939380964 52.224534090554556, 4.951946209011931 52.224534090554556))"
10636,"POLYGON ((4.951946209011931 52.22633589235636, 4.951946209011931 52.228137694158164, 4.9548939380964 52.228137694158164, 4.9548939380964 52.22633589235636, 4.951946209011931 52.22633589235636))"
10637,"POLYGON ((4.951946209011931 52.228137694158164, 4.951946209011931 52.22993949595997, 4.9548939380964 52.22993949595997, 4.9548939380964 52.228137694158164, 4.951946209011931 52.228137694158164))"
10638,"POLYGON ((4.951946209011931 52.22993949595997, 4.951946209011931 52.23174129776177, 4.9548939380964 52.23174129776177, 4.9548939380964 52.22993949595997, 4.951946209011931 52.22993949595997))"
10639,"POLYGON ((4.951946209011931 52.23174129776177, 4.951946209011931 52.233543099563576, 4.9548939380964 52.233543099563576, 4.9548939380964 52.23174129776177, 4.951946209011931 52.23174129776177))"
10640,"POLYGON ((4.951946209011931 52.233543099563576, 4.951946209011931 52.23534490136538, 4.9548939380964 52.23534490136538, 4.9548939380964 52.233543099563576, 4.951946209011931 52.233543099563576))"
10641,"POLYGON ((4.951946209011931 52.23534490136538, 4.951946209011931 52.237146703167184, 4.9548939380964 52.237146703167184, 4.9548939380964 52.23534490136538, 4.951946209011931 52.23534490136538))"
10642,"POLYGON ((4.951946209011931 52.237146703167184, 4.951946209011931 52.23894850496899, 4.9548939380964 52.23894850496899, 4.9548939380964 52.237146703167184, 4.951946209011931 52.237146703167184))"
10643,"POLYGON ((4.951946209011931 52.23894850496899, 4.951946209011931 52.24075030677079, 4.9548939380964 52.24075030677079, 4.9548939380964 52.23894850496899, 4.951946209011931 52.23894850496899))"
10644,"POLYGON ((4.951946209011931 52.24075030677079, 4.951946209011931 52.242552108572596, 4.9548939380964 52.242552108572596, 4.9548939380964 52.24075030677079, 4.951946209011931 52.24075030677079))"
10645,"POLYGON ((4.951946209011931 52.242552108572596, 4.951946209011931 52.2443539103744, 4.9548939380964 52.2443539103744, 4.9548939380964 52.242552108572596, 4.951946209011931 52.242552108572596))"
10646,"POLYGON ((4.951946209011931 52.2443539103744, 4.951946209011931 52.246155712176204, 4.9548939380964 52.246155712176204, 4.9548939380964 52.2443539103744, 4.951946209011931 52.2443539103744))"
10647,"POLYGON ((4.951946209011931 52.246155712176204, 4.951946209011931 52.24795751397801, 4.9548939380964 52.24795751397801, 4.9548939380964 52.246155712176204, 4.951946209011931 52.246155712176204))"
