OBJECTNUMMER,ElementID,WKT_LNG_LAT,WKT_LAT_LNG,LNG,LAT
89,89,"LINESTRING(4.809306 52.356106,4.808997 52.356677)","LINESTRING(52.356106 4.809306,52.356677 4.808997)",4.8091515,52.3563915
90,90,"LINESTRING(4.808956 52.395291,4.808772 52.395202,4.808636 52.395159,4.808504 52.395009,4.807952 52.394805,4.807725 52.394773,4.804402 52.393501,4.803957 52.393389,4.803763 52.393367,4.803405 52.393354,4.803048 52.393313,4.802815 52.393318,4.802617 52.39336,4.802652 52.394282,4.802619 52.395065,4.802272 52.395763,4.801817 52.396242,4.801092 52.396746,4.800448 52.397058,4.799681 52.397336,4.798611 52.397571,4.797881 52.397615,4.795413 52.397589,4.794477 52.397599)","LINESTRING(52.395291 4.808956,52.395202 4.808772,52.395159 4.808636,52.395009 4.808504,52.394805 4.807952,52.394773 4.807725,52.393501 4.804402,52.393389 4.803957,52.393367 4.803763,52.393354 4.803405,52.393313 4.803048,52.393318 4.802815,52.39336 4.802617,52.394282 4.802652,52.395065 4.802619,52.395763 4.802272,52.396242 4.801817,52.396746 4.801092,52.397058 4.800448,52.397336 4.799681,52.397571 4.798611,52.397615 4.797881,52.397589 4.795413,52.397599 4.794477)",4.8017165,52.395464
91,91,"LINESTRING(4.808956 52.395291,4.808147 52.396026,4.807283 52.396964,4.806212 52.398418,4.805178 52.399895,4.805151 52.400036,4.80476 52.400843,4.804629 52.401166,4.804388 52.401855,4.804161 52.402775,4.804064 52.403804,4.804128 52.405402,4.803977 52.405568,4.803957 52.405691,4.804196 52.407558,4.804321 52.408174,4.804626 52.409439,4.804771 52.409884,4.804973 52.410404,4.805757 52.412065,4.80592 52.41237,4.806686 52.413497,4.80676 52.413589,4.806891 52.413702,4.807041 52.414136,4.806975 52.414462,4.806846 52.414772,4.806655 52.415004,4.806195 52.415416,4.806048 52.41548,4.805415 52.415685,4.805081 52.415742,4.804598 52.415793,4.80423 52.415793,4.803507 52.415667,4.802276 52.415272,4.799078 52.414074)","LINESTRING(52.395291 4.808956,52.396026 4.808147,52.396964 4.807283,52.398418 4.806212,52.399895 4.805178,52.400036 4.805151,52.400843 4.80476,52.401166 4.804629,52.401855 4.804388,52.402775 4.804161,52.403804 4.804064,52.405402 4.804128,52.405568 4.803977,52.405691 4.803957,52.407558 4.804196,52.408174 4.804321,52.409439 4.804626,52.409884 4.804771,52.410404 4.804973,52.412065 4.805757,52.41237 4.80592,52.413497 4.806686,52.413589 4.80676,52.413702 4.806891,52.414136 4.807041,52.414462 4.806975,52.414772 4.806846,52.415004 4.806655,52.415416 4.806195,52.41548 4.806048,52.415685 4.805415,52.415742 4.805081,52.415793 4.804598,52.415793 4.80423,52.415667 4.803507,52.415272 4.802276,52.414074 4.799078)",4.804017,52.405542
92,92,"LINESTRING(4.809503 52.354021,4.808308 52.35378,4.807347 52.35355,4.802849 52.352637)","LINESTRING(52.354021 4.809503,52.35378 4.808308,52.35355 4.807347,52.352637 4.802849)",4.806176,52.353329
93,93,"LINESTRING(4.810343 52.354191,4.809306 52.356106)","LINESTRING(52.354191 4.810343,52.356106 4.809306)",4.8098245,52.3551485
94,94,"LINESTRING(4.810343 52.354191,4.809503 52.354021)","LINESTRING(52.354191 4.810343,52.354021 4.809503)",4.809923,52.354106
95,95,"LINESTRING(4.810883 52.346326,4.810209 52.346223,4.80633 52.345429)","LINESTRING(52.346326 4.810883,52.346223 4.810209,52.345429 4.80633)",4.8086065,52.3458775
96,96,"LINESTRING(4.81115 52.350785,4.804092 52.34934)","LINESTRING(52.350785 4.81115,52.34934 4.804092)",4.807621,52.3500625
97,97,"LINESTRING(4.81115 52.350785,4.810887 52.350089,4.811063 52.349951,4.811119 52.347621,4.81071 52.347305,4.81051 52.347029,4.810883 52.346326)","LINESTRING(52.350785 4.81115,52.350089 4.810887,52.349951 4.811063,52.347621 4.811119,52.347305 4.81071,52.347029 4.81051,52.346326 4.810883)",4.81083,52.3485555
98,98,"LINESTRING(4.809503 52.354021,4.811199 52.350912,4.81115 52.350785)","LINESTRING(52.354021 4.809503,52.350912 4.811199,52.350785 4.81115)",4.810351,52.352403
99,99,"LINESTRING(4.811361 52.341586,4.810093 52.341524,4.8093 52.34146,4.804136 52.341274,4.803838 52.341282,4.803076 52.341345,4.802454 52.341372,4.801972 52.341359,4.801096 52.341425,4.80106 52.343074,4.798827 52.343502,4.800365 52.346615,4.798202 52.347716)","LINESTRING(52.341586 4.811361,52.341524 4.810093,52.34146 4.8093,52.341274 4.804136,52.341282 4.803838,52.341345 4.803076,52.341372 4.802454,52.341359 4.801972,52.341425 4.801096,52.343074 4.80106,52.343502 4.798827,52.346615 4.800365,52.347716 4.798202)",4.8047815,52.344495
100,100,"LINESTRING(4.811535 52.345029,4.806594 52.344981,4.80633 52.345429)","LINESTRING(52.345029 4.811535,52.344981 4.806594,52.345429 4.80633)",4.8089325,52.345205
101,101,"LINESTRING(4.811535 52.345029,4.81153 52.345104,4.810883 52.346326)","LINESTRING(52.345029 4.811535,52.345104 4.81153,52.346326 4.810883)",4.811209,52.3456775
102,102,"LINESTRING(4.811535 52.345029,4.811739 52.341876,4.811361 52.341586)","LINESTRING(52.345029 4.811535,52.341876 4.811739,52.341586 4.811361)",4.81155,52.3433075
103,103,"LINESTRING(4.812807 52.338336,4.812706 52.338491,4.812508 52.339023,4.811107 52.341385,4.811361 52.341586)","LINESTRING(52.338336 4.812807,52.338491 4.812706,52.339023 4.812508,52.341385 4.811107,52.341586 4.811361)",4.811957,52.339961
104,104,"LINESTRING(4.814662 52.335932,4.813653 52.337038,4.813477 52.337309)","LINESTRING(52.335932 4.814662,52.337038 4.813653,52.337309 4.813477)",4.8140695,52.3366205
105,105,"LINESTRING(4.815925 52.351311,4.814531 52.351297,4.813922 52.35124,4.812884 52.351119,4.81115 52.350785)","LINESTRING(52.351311 4.815925,52.351297 4.814531,52.35124 4.813922,52.351119 4.812884,52.350785 4.81115)",4.8135375,52.351048
106,106,"LINESTRING(4.816044 52.346424,4.812056 52.346375,4.81143 52.346362,4.810883 52.346326)","LINESTRING(52.346424 4.816044,52.346375 4.812056,52.346362 4.81143,52.346326 4.810883)",4.8134635,52.346375
107,107,"LINESTRING(4.816044 52.346424,4.815925 52.351311)","LINESTRING(52.346424 4.816044,52.351311 4.815925)",4.8159845,52.3488675
108,108,"LINESTRING(4.811535 52.345029,4.816064 52.345073,4.816044 52.346424)","LINESTRING(52.345029 4.811535,52.345073 4.816064,52.346424 4.816044)",4.8137995,52.3457265
109,109,"LINESTRING(4.817436 52.37213,4.816979 52.372159,4.813513 52.372501,4.81336 52.371928,4.805026 52.372801)","LINESTRING(52.37213 4.817436,52.372159 4.816979,52.372501 4.813513,52.371928 4.81336,52.372801 4.805026)",4.811231,52.3723645
110,110,"LINESTRING(4.817436 52.37213,4.816504 52.370899,4.815905 52.37032,4.815526 52.369998,4.815147 52.369709,4.814422 52.369215,4.813886 52.368903,4.813038 52.368483,4.812501 52.368262,4.811895 52.368035,4.810421 52.367559,4.809762 52.367374,4.807285 52.366883)","LINESTRING(52.37213 4.817436,52.370899 4.816504,52.37032 4.815905,52.369998 4.815526,52.369709 4.815147,52.369215 4.814422,52.368903 4.813886,52.368483 4.813038,52.368262 4.812501,52.368035 4.811895,52.367559 4.810421,52.367374 4.809762,52.366883 4.807285)",4.8123605,52.3695065
111,111,"LINESTRING(4.818786 52.384204,4.818394 52.384185,4.816105 52.384348,4.815431 52.384382,4.814688 52.384382,4.806584 52.384289,4.805524 52.384253,4.804363 52.384178,4.803077 52.384163)","LINESTRING(52.384204 4.818786,52.384185 4.818394,52.384348 4.816105,52.384382 4.815431,52.384382 4.814688,52.384289 4.806584,52.384253 4.805524,52.384178 4.804363,52.384163 4.803077)",4.8109315,52.3842725
112,112,"LINESTRING(4.818754 52.38783,4.818786 52.384204)","LINESTRING(52.38783 4.818754,52.384204 4.818786)",4.81877,52.386017
113,113,"LINESTRING(4.818778 52.392092,4.81873 52.388598,4.818754 52.38783)","LINESTRING(52.392092 4.818778,52.388598 4.81873,52.38783 4.818754)",4.818754,52.389961
114,114,"LINESTRING(4.818778 52.392092,4.817885 52.392064,4.817861 52.391852,4.816297 52.391851,4.815867 52.391892,4.815193 52.392001,4.814257 52.392267,4.81388 52.392397,4.813016 52.392729,4.812024 52.393175,4.811179 52.393625,4.810245 52.394213,4.809478 52.394789,4.808956 52.395291)","LINESTRING(52.392092 4.818778,52.392064 4.817885,52.391852 4.817861,52.391851 4.816297,52.391892 4.815867,52.392001 4.815193,52.392267 4.814257,52.392397 4.81388,52.392729 4.813016,52.393175 4.812024,52.393625 4.811179,52.394213 4.810245,52.394789 4.809478,52.395291 4.808956)",4.813867,52.393571
115,115,"LINESTRING(4.819034 52.3757,4.812545 52.376422,4.808486 52.376767,4.802042 52.37738)","LINESTRING(52.3757 4.819034,52.376422 4.812545,52.376767 4.808486,52.37738 4.802042)",4.810538,52.37654
116,116,"LINESTRING(4.819034 52.3757,4.818352 52.373758,4.817704 52.372522,4.817436 52.37213)","LINESTRING(52.3757 4.819034,52.373758 4.818352,52.372522 4.817704,52.37213 4.817436)",4.818235,52.373915
117,117,"LINESTRING(4.820866 52.351361,4.815925 52.351311)","LINESTRING(52.351361 4.820866,52.351311 4.815925)",4.8183955,52.351336
118,118,"LINESTRING(4.82058 52.379523,4.819299 52.376456,4.819034 52.3757)","LINESTRING(52.379523 4.82058,52.376456 4.819299,52.3757 4.819034)",4.819807,52.3776115
119,119,"LINESTRING(4.82058 52.379523,4.820323 52.379527,4.817509 52.379978,4.817453 52.380891,4.813885 52.380832,4.813744 52.380674,4.813186 52.380751,4.812869 52.380777,4.80926 52.380701,4.808595 52.380581,4.807947 52.380563,4.800365 52.380444,4.797558 52.380375,4.794675 52.380328)","LINESTRING(52.379523 4.82058,52.379527 4.820323,52.379978 4.817509,52.380891 4.817453,52.380832 4.813885,52.380674 4.813744,52.380751 4.813186,52.380777 4.812869,52.380701 4.80926,52.380581 4.808595,52.380563 4.807947,52.380444 4.800365,52.380375 4.797558,52.380328 4.794675)",4.8076275,52.380207
120,120,"LINESTRING(4.820916 52.370664,4.819843 52.37149,4.817606 52.372119,4.817436 52.37213)","LINESTRING(52.370664 4.820916,52.37149 4.819843,52.372119 4.817606,52.37213 4.817436)",4.819176,52.371397
121,121,"LINESTRING(4.821381 52.381441,4.819987 52.381654,4.819454 52.381779,4.819222 52.381877,4.819059 52.381989,4.818919 52.382144,4.818835 52.382391,4.818786 52.384204)","LINESTRING(52.381441 4.821381,52.381654 4.819987,52.381779 4.819454,52.381877 4.819222,52.381989 4.819059,52.382144 4.818919,52.382391 4.818835,52.384204 4.818786)",4.8200835,52.3828225
122,122,"LINESTRING(4.821381 52.381441,4.82058 52.379523)","LINESTRING(52.381441 4.821381,52.379523 4.82058)",4.8209805,52.380482
123,123,"LINESTRING(4.822101 52.346505,4.821728 52.346476,4.816044 52.346424)","LINESTRING(52.346505 4.822101,52.346476 4.821728,52.346424 4.816044)",4.8190725,52.3464645
124,124,"LINESTRING(4.822101 52.346505,4.822064 52.346753,4.821156 52.348349,4.821058 52.348562,4.821011 52.349793,4.820929 52.350759,4.820862 52.351007,4.820866 52.351361)","LINESTRING(52.346505 4.822101,52.346753 4.822064,52.348349 4.821156,52.348562 4.821058,52.349793 4.821011,52.350759 4.820929,52.351007 4.820862,52.351361 4.820866)",4.8214815,52.348933
125,125,"LINESTRING(4.827036 52.363983,4.824143 52.363969)","LINESTRING(52.363983 4.827036,52.363969 4.824143)",4.8255895,52.363976
126,126,"LINESTRING(4.827221 52.359215,4.827036 52.363983)","LINESTRING(52.359215 4.827221,52.363983 4.827036)",4.8271285,52.361599
127,127,"LINESTRING(4.827221 52.359215,4.821482 52.359174,4.820959 52.359118,4.820761 52.35931,4.819643 52.359266,4.818371 52.359492,4.817902 52.359505,4.817864 52.359154,4.81754 52.358812,4.816871 52.358304,4.814648 52.357774,4.811496 52.357199,4.811228 52.357197,4.810574 52.356915,4.809421 52.356638,4.808997 52.356677)","LINESTRING(52.359215 4.827221,52.359174 4.821482,52.359118 4.820959,52.35931 4.820761,52.359266 4.819643,52.359492 4.818371,52.359505 4.817902,52.359154 4.817864,52.358812 4.81754,52.358304 4.816871,52.357774 4.814648,52.357199 4.811496,52.357197 4.811228,52.356915 4.810574,52.356638 4.809421,52.356677 4.808997)",4.818109,52.3580715
128,128,"LINESTRING(4.827255 52.357819,4.818326 52.357734,4.817168 52.357736,4.809306 52.356106)","LINESTRING(52.357819 4.827255,52.357734 4.818326,52.357736 4.817168,52.356106 4.809306)",4.8182805,52.3569625
129,129,"LINESTRING(4.827255 52.357819,4.827221 52.359215)","LINESTRING(52.357819 4.827255,52.359215 4.827221)",4.827238,52.358517
130,130,"LINESTRING(4.827292 52.356238,4.827255 52.357819)","LINESTRING(52.356238 4.827292,52.357819 4.827255)",4.8272735,52.3570285
131,131,"LINESTRING(4.827292 52.356238,4.821424 52.35615,4.819899 52.356108,4.818126 52.355719,4.812995 52.354727,4.810343 52.354191)","LINESTRING(52.356238 4.827292,52.35615 4.821424,52.356108 4.819899,52.355719 4.818126,52.354727 4.812995,52.354191 4.810343)",4.8188175,52.3552145
132,132,"LINESTRING(4.827412 52.351427,4.820866 52.351361)","LINESTRING(52.351427 4.827412,52.351361 4.820866)",4.824139,52.351394
133,133,"LINESTRING(4.827412 52.351427,4.827292 52.356238)","LINESTRING(52.351427 4.827412,52.356238 4.827292)",4.827352,52.3538325
134,134,"LINESTRING(4.827525 52.346898,4.825067 52.346752,4.822101 52.346505)","LINESTRING(52.346898 4.827525,52.346752 4.825067,52.346505 4.822101)",4.824813,52.3467015
135,135,"LINESTRING(4.827525 52.346898,4.827412 52.351427)","LINESTRING(52.346898 4.827525,52.351427 4.827412)",4.8274685,52.3491625
136,136,"LINESTRING(4.827708 52.342641,4.826794 52.342608,4.826449 52.342581,4.826009 52.34253,4.823952 52.342206,4.822814 52.342105,4.822428 52.342117,4.819603 52.341961,4.817076 52.341869,4.815952 52.341859,4.814194 52.341712,4.813632 52.341762,4.813454 52.341765,4.812902 52.341668,4.811361 52.341586)","LINESTRING(52.342641 4.827708,52.342608 4.826794,52.342581 4.826449,52.34253 4.826009,52.342206 4.823952,52.342105 4.822814,52.342117 4.822428,52.341961 4.819603,52.341869 4.817076,52.341859 4.815952,52.341712 4.814194,52.341762 4.813632,52.341765 4.813454,52.341668 4.812902,52.341586 4.811361)",4.8195345,52.3421135
137,137,"LINESTRING(4.827708 52.342641,4.827694 52.343737,4.827552 52.345832,4.827525 52.346898)","LINESTRING(52.342641 4.827708,52.343737 4.827694,52.345832 4.827552,52.346898 4.827525)",4.8276165,52.3447695
138,138,"LINESTRING(4.827796 52.339144,4.827708 52.342641)","LINESTRING(52.339144 4.827796,52.342641 4.827708)",4.827752,52.3408925
139,139,"LINESTRING(4.830806 52.370661,4.829509 52.368841,4.827332 52.366213,4.827153 52.365943,4.827039 52.365665,4.826998 52.365483,4.826986 52.36496,4.827036 52.363983)","LINESTRING(52.370661 4.830806,52.368841 4.829509,52.366213 4.827332,52.365943 4.827153,52.365665 4.827039,52.365483 4.826998,52.36496 4.826986,52.363983 4.827036)",4.828896,52.367322
140,140,"LINESTRING(4.830806 52.370661,4.829991 52.370998,4.826899 52.373201,4.825976 52.373339,4.822435 52.373924,4.821693 52.372346,4.82383 52.371987,4.824477 52.371838)","LINESTRING(52.370661 4.830806,52.370998 4.829991,52.373201 4.826899,52.373339 4.825976,52.373924 4.822435,52.372346 4.821693,52.371987 4.82383,52.371838 4.824477)",4.8262495,52.3722925
141,141,"LINESTRING(4.831574 52.378133,4.824876 52.379184,4.824282 52.379255,4.823253 52.379349,4.822124 52.37952,4.82205 52.379507,4.821895 52.379437,4.821667 52.379398,4.821549 52.379403,4.820869 52.379518,4.82058 52.379523)","LINESTRING(52.378133 4.831574,52.379184 4.824876,52.379255 4.824282,52.379349 4.823253,52.37952 4.822124,52.379507 4.82205,52.379437 4.821895,52.379398 4.821667,52.379403 4.821549,52.379518 4.820869,52.379523 4.82058)",4.826077,52.378828
142,142,"LINESTRING(4.832242 52.379719,4.831574 52.378133)","LINESTRING(52.379719 4.832242,52.378133 4.831574)",4.831908,52.378926
143,143,"LINESTRING(4.832242 52.379719,4.821381 52.381441)","LINESTRING(52.379719 4.832242,52.381441 4.821381)",4.8268115,52.38058
144,144,"LINESTRING(4.833561 52.356295,4.830778 52.356282,4.827292 52.356238)","LINESTRING(52.356295 4.833561,52.356282 4.830778,52.356238 4.827292)",4.8304265,52.3562665
145,145,"LINESTRING(4.833524 52.359269,4.827221 52.359215)","LINESTRING(52.359269 4.833524,52.359215 4.827221)",4.8303725,52.359242
146,146,"LINESTRING(4.833771 52.346961,4.832648 52.346962,4.828032 52.346917,4.827525 52.346898)","LINESTRING(52.346961 4.833771,52.346962 4.832648,52.346917 4.828032,52.346898 4.827525)",4.830648,52.34693
147,147,"LINESTRING(4.833501 52.382757,4.832242 52.379719)","LINESTRING(52.382757 4.833501,52.379719 4.832242)",4.8328715,52.381238
148,148,"LINESTRING(4.833501 52.382757,4.832277 52.383026,4.822265 52.382843,4.821894 52.382719,4.821381 52.381441)","LINESTRING(52.382757 4.833501,52.383026 4.832277,52.382843 4.822265,52.382719 4.821894,52.381441 4.821381)",4.827441,52.3822335
149,149,"LINESTRING(4.833972 52.351513,4.827412 52.351427)","LINESTRING(52.351513 4.833972,52.351427 4.827412)",4.830692,52.35147
150,150,"LINESTRING(4.833697 52.370252,4.830806 52.370661)","LINESTRING(52.370252 4.833697,52.370661 4.830806)",4.8322515,52.3704565
151,151,"LINESTRING(4.834179 52.384587,4.833989 52.384598,4.830089 52.384565,4.82252 52.384465,4.82121 52.384389,4.820123 52.384267,4.819555 52.384219,4.818786 52.384204)","LINESTRING(52.384587 4.834179,52.384598 4.833989,52.384565 4.830089,52.384465 4.82252,52.384389 4.82121,52.384267 4.820123,52.384219 4.819555,52.384204 4.818786)",4.8264825,52.384401
152,152,"LINESTRING(4.834179 52.384587,4.834143 52.384512,4.834152 52.38417,4.833608 52.38291,4.833501 52.382757)","LINESTRING(52.384587 4.834179,52.384512 4.834143,52.38417 4.834152,52.38291 4.833608,52.382757 4.833501)",4.83384,52.383672
153,153,"LINESTRING(4.834287 52.376414,4.825687 52.377795)","LINESTRING(52.376414 4.834287,52.377795 4.825687)",4.829987,52.3771045
154,154,"LINESTRING(4.834936 52.373205,4.819472 52.375643,4.819034 52.3757)","LINESTRING(52.373205 4.834936,52.375643 4.819472,52.3757 4.819034)",4.826985,52.3744525
155,155,"LINESTRING(4.835249 52.385916,4.833962 52.385906,4.833866 52.387966,4.82756 52.387872,4.818754 52.38783)","LINESTRING(52.385916 4.835249,52.385906 4.833962,52.387966 4.833866,52.387872 4.82756,52.38783 4.818754)",4.8270015,52.386936
156,156,"LINESTRING(4.835249 52.385916,4.834636 52.384826)","LINESTRING(52.385916 4.835249,52.384826 4.834636)",4.8349425,52.385371
157,157,"LINESTRING(4.836153 52.37618,4.835096 52.376296)","LINESTRING(52.37618 4.836153,52.376296 4.835096)",4.8356245,52.376238
158,158,"LINESTRING(4.835963 52.392124,4.83528 52.392117,4.835179 52.392201,4.834516 52.392127,4.832304 52.392127,4.831894 52.392111,4.831764 52.392061,4.831428 52.392054,4.830822 52.392066,4.82869 52.392046,4.82057 52.392032,4.819213 52.392094,4.818778 52.392092)","LINESTRING(52.392124 4.835963,52.392117 4.83528,52.392201 4.835179,52.392127 4.834516,52.392127 4.832304,52.392111 4.831894,52.392061 4.831764,52.392054 4.831428,52.392066 4.830822,52.392046 4.82869,52.392032 4.82057,52.392094 4.819213,52.392092 4.818778)",4.8273705,52.3921165
159,159,"LINESTRING(4.836569 52.351546,4.834535 52.35152)","LINESTRING(52.351546 4.836569,52.35152 4.834535)",4.835552,52.351533
160,160,"LINESTRING(4.836569 52.351546,4.836554 52.352293,4.8365 52.352327,4.835976 52.352325,4.835922 52.352376,4.835894 52.352597,4.835875 52.355179,4.835894 52.356231)","LINESTRING(52.351546 4.836569,52.352293 4.836554,52.352327 4.8365,52.352325 4.835976,52.352376 4.835922,52.352597 4.835894,52.355179 4.835875,52.356231 4.835894)",4.836222,52.3538885
161,161,"LINESTRING(4.836293 52.377386,4.831574 52.378133)","LINESTRING(52.377386 4.836293,52.378133 4.831574)",4.8339335,52.3777595
162,162,"LINESTRING(4.836569 52.351546,4.836686 52.349647,4.836673 52.347593,4.836706 52.34704)","LINESTRING(52.351546 4.836569,52.349647 4.836686,52.347593 4.836673,52.34704 4.836706)",4.8366375,52.349293
163,163,"LINESTRING(4.836625 52.359298,4.836624 52.35924)","LINESTRING(52.359298 4.836625,52.35924 4.836624)",4.8366245,52.359269
164,164,"LINESTRING(4.836625 52.359298,4.834409 52.359277)","LINESTRING(52.359298 4.836625,52.359277 4.834409)",4.835517,52.3592875
165,165,"LINESTRING(4.836537 52.364027,4.83657 52.363578,4.836643 52.360281,4.836625 52.359298)","LINESTRING(52.364027 4.836537,52.363578 4.83657,52.360281 4.836643,52.359298 4.836625)",4.83659,52.3616625
