Date,grid_id,LAT,LON,Hour,has_tree,avg_height,avg_diameter,avg_year,Fraxinus,Salix,Alnus,Quercus,Tilia,Acer,Populus,Betula,Prunus,Platanus,Malus,Robinia,Crataegus,Ulmus,Carpinus,Overig,Onbekend,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm,Incident_ID
2023-07-07,7935,52.31552508154565,4.888570033695846,14,True,10.733,0.296,1541.857,8.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,17.0,0.0,9.0,0.0,26.2565,36.735264,10.3065,25.749554,0.0,0.0,0.0,0.0,0.0,1019.2,1019.5487,0.0,0.0,0.0,0.0,0.5828248,2.1593337,13.779114,18.472595,123.2749,123.07069,28.44,24.0065,17.206501,15.856501,10.9565,0.559,0.524,0.533,0.66,N1654
2023-07-05,6422,52.2921016581222,4.853197284682216,8,True,17.833,0.379,1993.143,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.1,81.20228,9.95,5.724679,2.5,2.5,0.0,0.0,63.0,1000.5,1000.858,100.0,87.0,100.0,96.0,0.07638992,0.28374207,50.587368,78.09594,253.8865,257.7577,88.56,13.4,16.2,16.6,12.65,0.414,0.235,0.267,0.369,N1655
2023-07-05,12532,52.265074631095146,4.997636009821202,8,True,3.409,0.15,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,13.0565,83.39679,10.3065,5.926502,3.3,3.3,0.0,0.0,63.0,1000.4,1000.63885,100.0,97.0,100.0,82.0,0.067640744,0.24990308,49.608208,75.80971,245.10872,248.5522,85.67999,13.356501,16.706501,16.0565,10.856501,0.688,0.417,0.538,0.661,N1656
2023-07-05,12747,52.42723679325751,5.000583738905671,10,True,14.459,0.812,1953.567,2.0,0.0,3.0,4.0,0.0,7.0,37.0,0.0,0.0,0.0,7.0,0.0,0.0,36.0,0.0,1.0,0.0,13.3,84.26293,10.7,7.185068,2.6,2.6,0.0,0.0,63.0,1004.2,1004.43976,100.0,90.0,100.0,100.0,0.077414416,0.24065292,43.440826,65.91441,260.4597,263.729,92.88,13.2,16.65,16.2,11.0,0.725,0.439,0.533,0.651,N1657
2023-07-05,8274,52.25066021668071,4.897413220949254,10,True,15.425,0.0,1969.975,0.0,8.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,13.3435,80.42422,10.0435,7.556963,1.6,1.6,0.0,0.0,61.0,1005.4,1005.64,100.0,33.0,100.0,45.0,0.08769436,0.30021238,39.875587,62.57997,263.26004,264.38788,76.67999,13.3435,15.8435,16.5935,12.643499,0.405,0.252,0.267,0.369,N1658
2022-02-19,11884,52.22363318965365,4.982897364398856,9,True,10.714,0.321,1983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.7435,65.10611,-0.30650002,-0.35069942,0.0,0.0,0.0,0.0,0.0,1010.8,1010.92413,2.1000001,0.0,0.0,7.0,0.08778075,0.32132423,26.901417,39.908073,254.47583,256.96664,44.28,5.5935,7.3435,7.5935,9.8435,0.709,0.718,0.701,0.677,N1659
2023-07-05,10199,52.340750306770914,4.941629157216289,10,True,3.0,0.0,2008.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1565,85.65989,10.8065,7.513033,2.5,2.5,0.0,0.0,63.0,1004.8,1005.15955,100.0,62.0,100.0,100.0,0.0743888,0.21724844,40.42593,62.3372,261.2927,263.36758,83.159996,13.2565,16.6565,16.206501,10.9065,0.721,0.431,0.536,0.651,N1660
2023-07-05,13765,52.234444000464485,5.027113300665892,10,True,9.595,0.288,1848.619,17.0,0.0,2.0,0.0,5.0,12.0,0.0,0.0,10.0,0.0,2.0,2.0,2.0,0.0,0.0,31.0,1.0,13.3065,83.426476,10.5565,7.752306,1.9,1.9,0.0,0.0,61.0,1005.3,1005.54,100.0,34.0,100.0,78.0,0.08455727,0.25355315,39.30435,60.99636,261.57312,262.53952,75.96,13.2065,16.5065,16.0065,10.856501,0.701,0.428,0.538,0.66,N1661
2019-03-16,9502,52.21102057704103,4.926890511793944,14,True,12.042,0.0,1979.0,0.0,0.0,12.0,0.0,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,11.9,63.10005,5.1,3.0302687,0.0,0.0,0.0,0.0,3.0,1002.4,1002.64056,100.0,100.0,0.0,94.0,0.17988883,0.5149234,52.620373,77.680786,235.87502,236.53084,96.479996,9.8,7.65,7.9,9.75,0.73,0.73,0.689,0.609,N1662
2009-05-17,6248,52.42903859505931,4.84730182651328,8,True,10.75,0.325,1427.214,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.574,91.184135,11.174,10.286625,0.6,0.6,0.0,0.0,53.0,1010.8,1010.3165,100.0,45.0,99.0,99.0,0.07090345,0.12856603,18.175545,26.079508,172.03047,173.6599,28.8,12.374,12.674,11.224,8.324,0.61,0.505,0.524,0.594,N1663
2012-01-03,9486,52.40741697343766,4.923942782709474,13,True,12.9,0.0,1912.194,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,10.4305,81.39711,7.3805003,2.0293512,0.6,0.6,0.0,0.0,53.0,994.5,994.26044,100.0,100.0,98.0,92.0,0.064860545,0.23550153,52.972626,80.48637,211.09724,212.76602,94.67999,7.8805003,7.1305003,8.080501,11.2305,0.731,0.721,0.692,0.63,N1664
2022-02-19,4215,52.36957913559978,4.800138161161775,9,True,12.228,0.4,1995.667,6.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,19.0,0.0,5.6305003,64.60833,-0.5195,-0.9072323,0.0,0.0,0.0,0.0,0.0,1010.3,1010.1762,5.1000004,0.0,0.0,17.0,0.08936444,0.32336682,29.723444,44.92073,258.8262,260.31128,52.92,5.6805,7.3305,7.6305003,9.8805,0.705,0.715,0.701,0.679,N1665
2011-06-28,4753,52.21282237884284,4.814876806584119,20,True,21.5,0.75,1974.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2435,78.488525,19.293499,24.462523,0.0,0.0,0.0,0.0,1.0,1013.0,1013.2336,26.1,0.0,4.0,79.0,0.0628058,0.61312914,15.745627,27.288855,280.53912,278.3438,25.56,22.5935,21.293499,14.9435,11.2935,0.314,0.309,0.271,0.36,N1666
2017-09-13,11183,52.31192147794205,4.965210989892042,10,True,13.5,0.0,1974.971,2.0,0.0,0.0,0.0,42.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,14.962999,64.23327,8.263,6.950445,0.0,0.0,0.0,0.0,1.0,995.1,995.572,42.3,27.0,30.0,0.0,0.22517689,0.60915124,51.8225,75.26152,258.37787,258.6901,90.36,14.662999,14.613,15.513,14.013,0.706,0.676,0.48,0.6,N1667
2020-02-09,8955,52.35156111758174,4.912151866371598,16,True,13.176,0.0,1931.735,1.0,11.0,9.0,0.0,6.0,9.0,12.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,11.2675,77.9823,7.5675,2.6927347,0.6,0.6,0.0,0.0,53.0,988.0,987.6441,100.0,100.0,100.0,94.0,0.07795218,0.29466343,54.477882,84.09064,209.27516,210.62714,99.72,8.867499,6.6175003,7.5175004,10.2675,0.678,0.679,0.69,0.672,N1668
2023-08-06,9489,52.412822378843074,4.923942782709474,3,True,12.556,0.0,1784.463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,13.830501,96.48499,13.2805,13.704781,0.6,0.6,0.0,0.0,53.0,1004.9,1004.6608,100.0,94.0,95.0,100.0,0.0,0.055630445,8.049845,15.696165,10.304792,36.607166,14.759999,14.330501,16.1805,15.9805,12.080501,0.706,0.655,0.544,0.652,N1669
2023-07-08,11020,52.2434530094735,4.962263260807573,14,True,7.312,0.15,1909.056,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,0.0,31.313,36.821068,14.813,32.57442,0.0,0.0,0.0,0.0,1.0,1015.8,1016.14185,39.6,0.0,26.0,80.0,0.6060202,2.8883464,10.587917,13.905509,162.18102,158.74942,20.16,27.013,18.963001,15.863,10.962999,0.506,0.485,0.528,0.659,N1670
2020-02-09,5876,52.209218775239215,4.841406368344342,16,True,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.162999,77.17152,7.313,2.050744,0.4,0.4,0.0,0.0,51.0,988.9,989.4943,100.0,100.0,100.0,100.0,0.08150698,0.30340934,57.735962,87.48592,209.92204,210.68063,100.079994,8.613,7.013,6.763,8.212999,0.391,0.39,0.4,0.395,N1671
2022-02-19,9123,52.42903859505931,4.915099595456067,14,True,13.213,0.0,1994.051,0.0,0.0,0.0,0.0,71.0,0.0,0.0,2.0,6.0,0.0,5.0,0.0,0.0,19.0,1.0,13.0,0.0,6.6935,63.690372,0.2935,0.18845701,0.1,0.1,0.0,0.0,51.0,1010.4,1010.4,100.0,21.0,100.0,100.0,0.11843118,0.3569969,30.353355,45.429947,236.12141,236.3099,56.519997,7.5935,7.1935,7.5935,9.8435,0.707,0.717,0.703,0.681,N1672
2018-12-07,8839,52.36777733379797,4.90920413728713,17,True,10.19,0.0,1659.362,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,9.0,0.0,7.174,80.67325,4.074,2.7121868,1.4,1.4,0.0,0.0,61.0,997.1,996.85693,49.2,0.0,67.0,30.0,0.02203862,0.19638509,20.94507,36.61573,298.76755,300.09415,64.799995,9.174,9.124,9.174,12.974,0.734,0.642,0.546,0.61,N1673
2019-06-09,6894,52.241651207671694,4.864988201020093,11,True,13.096,0.0,1898.72,4.0,0.0,6.0,22.0,1.0,19.0,0.0,9.0,2.0,0.0,0.0,2.0,0.0,3.0,4.0,21.0,0.0,17.4195,57.03108,8.8195,15.619919,0.0,0.0,0.0,0.0,1.0,1022.6,1023.3216,44.4,22.0,30.0,22.0,0.35451213,0.85571074,12.682018,16.279802,214.59235,215.09589,29.88,17.0695,14.3695,13.919499,10.2195,0.364,0.357,0.282,0.36,N1674
2019-08-10,11718,52.37498454100519,4.977001906229918,15,True,8.132,0.275,1412.253,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,14.0,3.0,22.0,0.0,11.0,0.0,21.587,54.014034,11.887,15.823696,0.0,0.0,0.0,0.0,1.0,1008.2,1008.2,24.900002,19.0,13.0,0.0,0.36111492,1.1859554,43.516838,62.744396,231.04408,231.28883,78.84,21.786999,19.087,17.437,12.437,0.547,0.414,0.462,0.588,N1675
2019-08-11,10352,52.39120075722143,4.944576886300758,16,True,8.125,0.0,493.333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,20.130499,58.85674,11.830501,17.093493,0.0,0.0,0.0,0.0,3.0,1011.9,1011.78204,91.5,11.0,86.0,100.0,0.24717706,0.97027254,24.703974,34.653625,226.77144,227.52615,43.56,20.6805,18.8305,17.4305,12.4805,0.507,0.417,0.463,0.588,N1676
2022-02-06,10158,52.26687643289695,4.941629157216289,18,True,13.121,0.26,1943.542,2.0,1.0,4.0,2.0,1.0,35.0,2.0,4.0,17.0,22.0,3.0,0.0,0.0,17.0,0.0,45.0,0.0,6.113,80.24016,2.963,-0.17126274,0.1,0.1,0.0,0.0,51.0,999.5,999.867,63.600002,4.0,100.0,0.0,0.0309953,0.18667138,31.97319,49.655212,277.76508,279.59882,56.88,6.163,6.563,7.013,10.113,0.734,0.734,0.685,0.675,N1677
2012-09-24,3696,52.335344901365495,4.788347244823899,18,True,9.021,0.15,1814.093,11.0,2.0,2.0,2.0,0.0,10.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,14.5565,73.41476,9.856501,8.216892,0.0,0.0,0.0,0.0,3.0,990.8,991.15326,100.0,22.0,87.0,100.0,0.0953079,0.4410547,43.301876,63.898727,222.97864,224.3153,70.92,13.7565,13.4065,14.356501,14.6565,0.509,0.505,0.424,0.453,N1678
2023-07-05,5050,52.297507063527625,4.820772264753058,9,True,11.137,0.465,1998.0,29.0,0.0,22.0,4.0,0.0,5.0,31.0,0.0,9.0,1.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,13.0045,84.51072,10.4545,6.74444,2.0,2.0,0.0,0.0,61.0,1003.1,1002.62115,100.0,88.0,100.0,100.0,0.0669312,0.23234558,43.939175,68.6421,262.4675,265.18652,88.2,13.304501,16.0045,16.5545,12.6045,0.411,0.244,0.267,0.369,N1679
2023-07-05,6210,52.360570126590765,4.84730182651328,9,True,17.5,0.0,1982.286,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.348,81.77941,10.298,6.4054317,3.2,3.2,0.0,0.0,63.0,1002.3,1001.583,100.0,88.0,100.0,100.0,0.07507607,0.27950823,48.305775,75.25378,267.0097,268.9036,97.92,13.048,16.498,15.948,10.798,0.733,0.474,0.538,0.661,N1680
2023-07-05,4214,52.36777733379797,4.800138161161775,9,True,12.531,0.0,1994.044,23.0,0.0,2.0,29.0,4.0,1.0,0.0,1.0,3.0,7.0,4.0,0.0,2.0,1.0,1.0,35.0,0.0,13.374,81.78277,10.324,6.438986,3.2,3.2,0.0,0.0,63.0,1002.3,1002.0611,100.0,88.0,100.0,100.0,0.07515274,0.27993023,48.305775,75.25378,267.0097,268.9036,97.92,13.074,16.524,15.974,10.824,0.733,0.474,0.538,0.661,N1681
2023-07-05,3701,52.34435391037452,4.788347244823899,9,True,10.607,0.0,1868.819,23.0,103.0,35.0,6.0,0.0,26.0,0.0,4.0,8.0,37.0,0.0,1.0,0.0,0.0,2.0,25.0,0.0,13.4,81.78612,10.35,6.4725533,3.2,3.2,0.0,0.0,63.0,1002.3,1002.53925,100.0,88.0,100.0,100.0,0.07522935,0.28035235,48.305775,75.25378,267.0097,268.9036,97.92,13.1,16.55,16.0,10.85,0.733,0.474,0.538,0.661,N1682
2006-11-01,8094,52.37678634280699,4.891517762780315,9,True,13.71,0.656,1967.757,9.0,1.0,0.0,1.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,7.0,0.0,9.1915,57.746655,1.2915,0.69389343,0.2,0.2,0.0,0.0,51.0,1016.6,1015.61664,18.3,3.0,26.0,0.0,0.13537037,0.49234426,45.127975,65.73032,338.9624,339.4806,86.76,9.841499,12.1915,13.841499,13.5415,0.644,0.631,0.561,0.604,N1683
2009-05-26,5928,52.30291246893303,4.841406368344342,9,True,16.015,0.0,1817.796,60.0,1.0,21.0,13.0,1.0,103.0,16.0,7.0,1.0,0.0,4.0,0.0,4.0,12.0,26.0,11.0,0.0,17.8435,85.58498,15.393499,15.284931,0.0,0.0,0.0,0.0,3.0,1007.0,1007.11804,100.0,91.0,31.0,4.0,0.20161201,0.29473448,30.04221,41.241608,224.02907,224.29277,51.839996,17.7435,15.9935,12.3435,8.6935,0.397,0.367,0.391,0.462,N1684
2022-02-18,3555,52.30651607253664,4.785399515739429,18,True,8.715,0.205,2003.621,2.0,0.0,0.0,1.0,0.0,32.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,22.0,0.0,7.0195,65.15982,0.9195,-2.4352388,0.0,0.0,0.0,0.0,1.0,989.6,990.2034,37.199997,28.0,20.0,0.0,0.081632145,0.35029685,51.268097,77.33969,261.92688,262.5112,97.56,8.0195,8.0195,7.6194997,9.919499,0.724,0.72,0.7,0.679,N1685
2023-07-06,2340,52.36957913559978,4.755922224894738,17,True,8.25,0.0,1221.556,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,18.956501,54.603302,9.606501,17.074562,0.0,0.0,0.0,0.0,1.0,1017.9,1018.2572,32.4,0.0,4.0,100.0,0.2288995,0.9954815,12.245294,16.575644,271.68463,267.5105,28.08,20.5565,16.6565,15.9065,10.9065,0.593,0.527,0.536,0.66,N1686
2019-03-09,10664,52.277687243707774,4.953420073554166,15,True,10.639,0.15,1991.612,11.0,0.0,8.0,4.0,16.0,3.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,7.0,34.0,0.0,9.0,82.050934,6.1,3.1395512,0.3,0.3,0.0,0.0,51.0,1006.5,1006.62177,24.0,12.0,22.0,0.0,0.092949025,0.20645744,33.487743,53.01909,271.23193,273.50345,93.6,9.65,8.15,7.95,9.75,0.708,0.696,0.642,0.601,N1687
2023-07-05,10323,52.33894850496912,4.944576886300758,9,True,11.662,0.25,1863.724,21.0,1.0,6.0,1.0,0.0,1.0,29.0,0.0,4.0,13.0,19.0,1.0,0.0,5.0,0.0,3.0,1.0,13.35,82.87772,10.5,6.386121,2.3,2.3,0.0,0.0,61.0,1001.9,1002.1392,100.0,98.0,100.0,100.0,0.070900835,0.26269174,48.85665,74.99501,258.5245,261.4421,91.439995,13.2,16.75,16.2,10.9,0.72,0.421,0.536,0.651,N1688
2023-07-05,8608,52.40201156803226,4.903308679118192,9,True,12.611,0.417,1910.76,1.0,6.0,0.0,1.0,0.0,0.0,6.0,29.0,7.0,0.0,0.0,4.0,0.0,8.0,0.0,12.0,1.0,13.6305,79.66186,10.1805,6.0246696,2.5,2.5,0.0,0.0,63.0,1001.4,1001.1617,100.0,87.0,100.0,100.0,0.08457752,0.31777942,52.620377,82.45257,267.2551,268.99933,104.76,13.2305,16.4805,15.9805,10.7805,0.727,0.509,0.547,0.666,N1689
2009-05-26,3995,52.42363318965391,4.794242702992836,0,True,16.992,0.711,0.0,0.0,0.0,14.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.163,85.61774,15.712999,18.480116,0.0,0.0,0.0,0.0,1.0,1009.1,1009.3365,33.0,0.0,6.0,98.0,0.008131224,0.300017,11.183201,22.66857,146.82147,147.31946,18.72,17.513,16.013,12.013,8.712999,0.45,0.48,0.513,0.591,N1690
2011-09-12,10840,52.36957913559978,4.956367802638635,20,True,12.708,0.0,1952.627,0.0,0.0,4.0,0.0,30.0,8.0,3.0,1.0,12.0,9.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,16.4435,78.757576,12.7435,12.404491,0.0,0.0,0.0,0.0,0.0,1007.2,1007.31866,3.6,4.0,0.0,0.0,0.058505528,0.39761412,33.626774,53.148487,232.39394,234.372,61.56,16.6435,16.6935,15.0435,12.0935,0.645,0.652,0.594,0.615,N1691
2009-09-22,4753,52.21282237884284,4.814876806584119,16,True,21.5,0.75,1974.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2435,70.56273,11.8435,14.477081,0.0,0.0,0.0,0.0,1.0,1023.4,1023.6412,39.899998,44.0,0.0,1.0,0.13561237,0.5796782,22.884789,30.853073,250.70985,250.93071,41.039997,17.793499,16.1435,15.893499,15.5935,0.254,0.244,0.26,0.342,N1692
2021-04-05,5029,52.25966922568973,4.820772264753058,11,True,7.884,0.584,428.061,5.0,0.0,4.0,9.0,9.0,9.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,4.4564996,45.74575,-6.2435,-3.4327464,0.0,0.0,0.0,0.0,1.0,1011.8,1012.2984,31.5,7.0,42.0,0.0,0.20781347,0.456737,35.951363,50.024456,325.1959,325.85245,70.92,6.4564996,6.9065,7.7565,6.6064997,0.329,0.33,0.36,0.394,N1693
2019-07-31,8469,52.37678634280699,4.900360950033722,19,True,12.036,0.0,1809.735,0.0,0.0,0.0,0.0,13.0,27.0,3.0,0.0,0.0,22.0,0.0,4.0,0.0,10.0,0.0,4.0,0.0,17.786999,70.66633,12.387,15.710936,0.0,0.0,0.0,0.0,1.0,1014.8,1014.6807,39.0,5.0,20.0,75.0,0.089503966,0.59774923,19.35314,33.3559,223.49261,226.31181,37.8,19.337,20.036999,17.337,11.887,0.493,0.42,0.497,0.605,N1694
2023-07-06,8783,52.26687643289695,4.90920413728713,12,True,16.456,0.488,1962.516,0.0,10.0,6.0,6.0,16.0,2.0,1.0,1.0,0.0,31.0,0.0,2.0,3.0,12.0,0.0,2.0,1.0,18.863,62.15369,11.462999,17.558168,0.0,0.0,0.0,0.0,2.0,1017.9,1018.2572,54.9,5.0,34.0,100.0,0.41954997,0.8250176,19.66536,26.282463,246.25049,246.59529,34.2,19.813,16.113,15.912999,10.912999,0.608,0.497,0.538,0.66,N1695
2020-08-17,14106,52.39840796442864,5.03300875883483,19,True,15.599,0.435,1908.63,36.0,5.0,0.0,7.0,29.0,25.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,7.0,1.0,18.387,93.31067,17.286999,20.30285,0.0,0.0,0.0,0.0,0.0,1009.4,1009.4,15.6,8.0,13.0,2.0,0.0101286275,0.14149678,4.6938257,10.1887,212.47118,212.00534,8.64,21.337,21.487,18.137,12.537001,0.629,0.423,0.464,0.614,N1696
2023-07-05,8251,52.209218775239215,4.897413220949254,12,True,8.814,0.241,1938.127,1.0,7.0,6.0,22.0,11.0,13.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,14.919499,85.84152,12.5695,10.581568,0.4,0.4,0.0,0.0,51.0,1008.9,1009.6183,100.0,13.0,100.0,99.0,0.1611862,0.2404176,35.281837,51.127605,261.7873,263.12527,60.479996,14.8695,15.7195,16.5695,12.669499,0.392,0.281,0.268,0.369,N1697
2023-07-05,4384,52.22363318965365,4.806033619330712,12,True,11.468,0.15,1975.682,10.0,6.0,14.0,15.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,24.0,1.0,14.893499,85.838875,12.5435,10.546961,0.4,0.4,0.0,0.0,51.0,1008.9,1009.1396,100.0,13.0,100.0,99.0,0.16102456,0.2400614,35.281837,51.127605,261.7873,263.12527,60.479996,14.8435,15.6935,16.543499,12.643499,0.392,0.281,0.268,0.369,N1698
2017-09-11,9327,52.346155712176326,4.920995053625006,13,True,11.671,0.0,1906.817,0.0,3.0,0.0,0.0,9.0,2.0,0.0,0.0,3.0,28.0,0.0,2.0,0.0,8.0,0.0,27.0,0.0,16.4305,62.426655,9.2305,11.032877,0.0,0.0,0.0,0.0,3.0,992.6,992.4827,83.4,39.0,35.0,91.0,0.23795396,0.70283103,35.647274,51.724873,218.02728,218.78438,65.520004,16.1805,14.9805,15.7305,13.9305,0.626,0.619,0.473,0.601,N1699
2020-02-11,13770,52.2434530094735,5.027113300665892,15,True,15.679,0.0,1913.072,10.0,16.0,1.0,5.0,39.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,4.6565,71.83022,0.0065,-1.9108701,0.2,0.1,0.07,0.0,71.0,1003.0,1003.24695,74.700005,22.0,66.0,51.0,0.07566624,0.2405256,30.472675,48.301754,255.63538,257.51752,70.2,6.3564997,6.6565,7.5065,10.2565,0.71,0.715,0.688,0.63,N1700
2020-12-27,10680,52.30651607253664,4.953420073554166,10,True,13.655,0.4,1706.157,2.0,0.0,2.0,3.0,6.0,9.0,0.0,3.0,3.0,27.0,2.0,1.0,1.0,22.0,1.0,20.0,0.0,6.174,88.2453,4.374,-2.1545882,0.4,0.4,0.0,0.0,51.0,978.0,977.7607,100.0,100.0,100.0,100.0,0.03425142,0.11151463,47.873234,73.43029,192.15492,193.90001,86.399994,5.124,5.674,8.324,12.124,0.733,0.707,0.66,0.6,N1701
2011-09-12,5053,52.30291246893303,4.820772264753058,17,True,13.353,0.483,1832.042,4.0,3.0,13.0,0.0,0.0,11.0,34.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.3065,73.350525,13.4565,13.059975,0.0,0.0,0.0,0.0,2.0,1004.9,1005.2533,54.0,60.0,0.0,0.0,0.13281822,0.5610157,43.573387,63.504036,231.7098,233.06505,72.0,18.1065,17.0065,15.7065,14.0065,0.468,0.473,0.462,0.435,N1702
2021-07-23,5758,52.22183138785185,4.838458639259873,19,True,13.325,0.0,1860.401,44.0,18.0,17.0,27.0,18.0,46.0,14.0,12.0,2.0,6.0,1.0,0.0,1.0,4.0,26.0,21.0,0.0,18.263,77.503586,14.263,17.539938,0.0,0.0,0.0,0.0,0.0,1014.5,1015.09503,13.5,15.0,0.0,0.0,0.07457379,0.47227502,14.529915,25.460934,41.98714,46.145676,32.039997,19.813,18.813,16.763,12.863,0.249,0.278,0.313,0.365,N1703
2022-02-19,12924,52.29570526172581,5.006479197074608,11,True,12.748,0.0,1981.228,6.0,0.0,8.0,0.0,1.0,14.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,74.0,0.0,7.0565,55.547462,-1.2435,-0.31614447,0.0,0.0,0.0,0.0,1.0,1011.4,1011.64655,32.1,35.0,1.0,0.0,0.16487989,0.44806677,34.726475,48.621326,252.50415,252.77243,59.76,6.7565,7.2064996,7.5065,9.7565,0.709,0.721,0.707,0.68,N1704
2023-07-05,11164,52.277687243707774,4.965210989892042,11,True,12.85,0.7,1994.132,0.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,13.5565,86.27097,11.3065,8.49775,0.4,0.4,0.0,0.0,51.0,1007.4,1007.6399,100.0,35.0,100.0,100.0,0.08444208,0.21347356,37.457306,56.584167,256.0973,256.75946,66.96,13.4065,16.4065,16.0065,10.856501,0.688,0.434,0.538,0.66,N1705
2023-07-05,12040,52.27948904550957,4.9858450934833245,11,True,14.415,0.398,1987.426,0.0,0.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,43.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,13.5565,86.27097,11.3065,8.49775,0.4,0.4,0.0,0.0,51.0,1007.4,1007.6399,100.0,35.0,100.0,100.0,0.08444208,0.21347356,37.457306,56.584167,256.0973,256.75946,66.96,13.4065,16.4065,16.0065,10.856501,0.688,0.434,0.538,0.66,N1706
